pr,"	Year", Month, Country
91.2294,1962,2,BRB
57.2329,1962,3,BRB
74.6095,1962,4,BRB
49.3442,1962,5,BRB
343.739,1962,6,BRB
261.406,1962,7,BRB
196.669,1962,8,BRB
179.384,1962,9,BRB
107.2,1962,10,BRB
136.994,1962,11,BRB
203.86,1962,12,BRB
142.237,1963,1,BRB
95.22,1963,2,BRB
67.1362,1963,3,BRB
53.9454,1963,4,BRB
134.618,1963,5,BRB
230.916,1963,6,BRB
571.303,1963,7,BRB
133.145,1963,8,BRB
533.108,1963,9,BRB
131.246,1963,10,BRB
168.857,1963,11,BRB
112.134,1963,12,BRB
71.1933,1964,1,BRB
36.2674,1964,2,BRB
27.0545,1964,3,BRB
210.043,1964,4,BRB
122.471,1964,5,BRB
274.703,1964,6,BRB
243.961,1964,7,BRB
154.42,1964,8,BRB
217.769,1964,9,BRB
228.938,1964,10,BRB
121.937,1964,11,BRB
68.5978,1964,12,BRB
165.423,1965,1,BRB
120.941,1965,2,BRB
97.3005,1965,3,BRB
224.218,1965,4,BRB
93.7992,1965,5,BRB
116.132,1965,6,BRB
306.565,1965,7,BRB
139.467,1965,8,BRB
161.447,1965,9,BRB
110.407,1965,10,BRB
122.645,1965,11,BRB
301.424,1965,12,BRB
67.9586,1966,1,BRB
230.244,1966,2,BRB
45.9428,1966,3,BRB
99.6142,1966,4,BRB
488.988,1966,5,BRB
317.968,1966,6,BRB
326.104,1966,7,BRB
423.756,1966,8,BRB
328.458,1966,9,BRB
275.917,1966,10,BRB
223.7,1966,11,BRB
441.401,1966,12,BRB
115.866,1967,1,BRB
122.093,1967,2,BRB
136.639,1967,3,BRB
155.513,1967,4,BRB
217.015,1967,5,BRB
91.6001,1967,6,BRB
188.236,1967,7,BRB
124.17,1967,8,BRB
322.872,1967,9,BRB
205.514,1967,10,BRB
266.672,1967,11,BRB
73.7327,1967,12,BRB
234,1968,1,BRB
32.821,1968,2,BRB
143.029,1968,3,BRB
76.4766,1968,4,BRB
297.187,1968,5,BRB
159.639,1968,6,BRB
116.59,1968,7,BRB
184.689,1968,8,BRB
199.965,1968,9,BRB
89.3196,1968,10,BRB
75.4606,1968,11,BRB
121.139,1968,12,BRB
301.876,1969,1,BRB
58.0655,1969,2,BRB
33.3502,1969,3,BRB
149.891,1969,4,BRB
196.297,1969,5,BRB
175.208,1969,6,BRB
243.604,1969,7,BRB
223.424,1969,8,BRB
317.737,1969,9,BRB
218.251,1969,10,BRB
229.851,1969,11,BRB
276.384,1969,12,BRB
101.124,1970,1,BRB
97.5144,1970,2,BRB
105.229,1970,3,BRB
37.4791,1970,4,BRB
112.145,1970,5,BRB
312.983,1970,6,BRB
392.712,1970,7,BRB
206.999,1970,8,BRB
213.064,1970,9,BRB
395.966,1970,10,BRB
275.165,1970,11,BRB
203.011,1970,12,BRB
93.6058,1971,1,BRB
74.615,1971,2,BRB
131.578,1971,3,BRB
39.3152,1971,4,BRB
107.718,1971,5,BRB
60.4573,1971,6,BRB
96.2988,1971,7,BRB
297.647,1971,8,BRB
150.577,1971,9,BRB
109.091,1971,10,BRB
440.819,1971,11,BRB
225.577,1971,12,BRB
165.622,1972,1,BRB
152.91,1972,2,BRB
92.0271,1972,3,BRB
130.393,1972,4,BRB
85.3781,1972,5,BRB
57.7871,1972,6,BRB
158.506,1972,7,BRB
191.915,1972,8,BRB
175.407,1972,9,BRB
137.765,1972,10,BRB
137.979,1972,11,BRB
217.491,1972,12,BRB
68.1317,1973,1,BRB
66.5432,1973,2,BRB
148.303,1973,3,BRB
66.9187,1973,4,BRB
88.4619,1973,5,BRB
244.534,1973,6,BRB
89.5922,1973,7,BRB
288.178,1973,8,BRB
120.403,1973,9,BRB
218.444,1973,10,BRB
284.865,1973,11,BRB
64.2362,1973,12,BRB
76.3569,1974,1,BRB
100.124,1974,2,BRB
91.5918,1974,3,BRB
84.1886,1974,4,BRB
102.929,1974,5,BRB
94.5072,1974,6,BRB
68.7395,1974,7,BRB
156.329,1974,8,BRB
99.0937,1974,9,BRB
255.358,1974,10,BRB
291.441,1974,11,BRB
76.9224,1974,12,BRB
101.776,1975,1,BRB
82.65,1975,2,BRB
81.2666,1975,3,BRB
107.346,1975,4,BRB
44.4222,1975,5,BRB
25.6175,1975,6,BRB
55.8734,1975,7,BRB
292.337,1975,8,BRB
158.73,1975,9,BRB
328.263,1975,10,BRB
399.804,1975,11,BRB
325.371,1975,12,BRB
124.073,1976,1,BRB
211.227,1976,2,BRB
71.8699,1976,3,BRB
129.567,1976,4,BRB
134.582,1976,5,BRB
122.535,1976,6,BRB
169.642,1976,7,BRB
124.602,1976,8,BRB
126.741,1976,9,BRB
251.035,1976,10,BRB
131.948,1976,11,BRB
352.646,1976,12,BRB
25.1849,1977,1,BRB
65.6619,1977,2,BRB
26.4721,1977,3,BRB
128.921,1977,4,BRB
92.6062,1977,5,BRB
97.4479,1977,6,BRB
143.915,1977,7,BRB
212.131,1977,8,BRB
206.452,1977,9,BRB
372.26,1977,10,BRB
165.402,1977,11,BRB
48.9315,1977,12,BRB
49.8292,1978,1,BRB
47.7107,1978,2,BRB
150.4,1978,3,BRB
75.2526,1978,4,BRB
85.4093,1978,5,BRB
222.082,1978,6,BRB
186.084,1978,7,BRB
212.255,1978,8,BRB
185.88,1978,9,BRB
317.676,1978,10,BRB
187.044,1978,11,BRB
88.3641,1978,12,BRB
49.4781,1979,1,BRB
23.9849,1979,2,BRB
152.27,1979,3,BRB
92.8343,1979,4,BRB
96.6491,1979,5,BRB
314.752,1979,6,BRB
305.973,1979,7,BRB
263.243,1979,8,BRB
160.063,1979,9,BRB
176.752,1979,10,BRB
268.749,1979,11,BRB
203.473,1979,12,BRB
161.639,1980,1,BRB
82.313,1980,2,BRB
75.5247,1980,3,BRB
30.5229,1980,4,BRB
78.3664,1980,5,BRB
186.62,1980,6,BRB
191.87,1980,7,BRB
493.867,1980,8,BRB
140.196,1980,9,BRB
221.075,1980,10,BRB
181.518,1980,11,BRB
157.521,1980,12,BRB
70.4582,1981,1,BRB
119.003,1981,2,BRB
102.763,1981,3,BRB
257.241,1981,4,BRB
246.744,1981,5,BRB
268.259,1981,6,BRB
266.299,1981,7,BRB
270.975,1981,8,BRB
107.975,1981,9,BRB
306.142,1981,10,BRB
213.559,1981,11,BRB
140.484,1981,12,BRB
221.828,1982,1,BRB
211.691,1982,2,BRB
31.8405,1982,3,BRB
175.106,1982,4,BRB
71.5035,1982,5,BRB
83.1639,1982,6,BRB
199.676,1982,7,BRB
348.537,1982,8,BRB
156.219,1982,9,BRB
149.477,1982,10,BRB
173.897,1982,11,BRB
124.262,1982,12,BRB
190.234,1983,1,BRB
30.4547,1983,2,BRB
35.443,1983,3,BRB
88.2005,1983,4,BRB
252.78,1983,5,BRB
144.242,1983,6,BRB
378.133,1983,7,BRB
154.645,1983,8,BRB
214.604,1983,9,BRB
141.712,1983,10,BRB
67.0465,1983,11,BRB
144.223,1983,12,BRB
252.82,1984,1,BRB
78.2235,1984,2,BRB
89.7596,1984,3,BRB
23.7161,1984,4,BRB
127.694,1984,5,BRB
120.112,1984,6,BRB
255.603,1984,7,BRB
125.397,1984,8,BRB
341.532,1984,9,BRB
244.681,1984,10,BRB
483.438,1984,11,BRB
109.331,1984,12,BRB
76.3224,1985,1,BRB
115.816,1985,2,BRB
82.1001,1985,3,BRB
216.613,1985,4,BRB
92.3411,1985,5,BRB
158.317,1985,6,BRB
248.285,1985,7,BRB
283.537,1985,8,BRB
177.984,1985,9,BRB
413.881,1985,10,BRB
199.819,1985,11,BRB
200.031,1985,12,BRB
145.324,1986,1,BRB
54.5584,1986,2,BRB
115.199,1986,3,BRB
106.735,1986,4,BRB
127.671,1986,5,BRB
262.381,1986,6,BRB
149.901,1986,7,BRB
221.311,1986,8,BRB
166.749,1986,9,BRB
236.684,1986,10,BRB
